파일명,년도,위원회명,분과명,차수,소위원회여부,사항구분,목차번호,안건명,의결사항
2023년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제3차,위원회,심의사항,27,홍성홍주읍성내산책로주변운동기구설치,의결사항 없음
2023년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,소위원회,심의사항,1,경주이견대주변연안재해방지시설설치,보류
2023년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,소위원회,심의사항,2,군위인각사지주변송전선로설치,부결
2023년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,소위원회,심의사항,3,화순효산리와대신리지석묘군주변정비,부결
2023년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,소위원회,심의사항,4,경주남산일원주변단독주택신축,부결
2023년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,소위원회,심의사항,5,광주조선백자요지(분원리) 주변단독주택신축,부결
2023년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,소위원회,심의사항,6,고양행주산성주변근린생활시설신축,부결
2023년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,소위원회,심의사항,7,고흥운대리분청사기요지주변주택단지조성,부결
2023년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,소위원회,심의사항,8,강화삼랑성주변근린생활시설및다가구주택부지조성,부결
2023년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,소위원회,심의사항,9,강화산성주변단독주택신축,부결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,4,용인보정동고분군내외경기용인플랫폼시티도시개발사업,부결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,5,연천전곡리유적내구석기축제개최,원안가결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,6,상주복룡동유적내외보행육교설치,의결사항 없음
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,7,경주동궁과월지내2023 경주영화제개최,의결사항 없음
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,8,경주대릉원일원내봉황대경관조명및미디어파사드설치,보류
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,9,경주황룡사지내2023 형산강연등문화축제개최,부결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,10,부여궁남지등내외진입도로개선,조건부가결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,11,완도묘당도이충무공유적주변고금도해전전승수군체험관,부결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,12,화순효산리와대신리지석묘군보호구역내하천정비(성곡천),부결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,13,고창읍성내외조명정비및시설물설치,조건부가결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,14,관문성주변건축행위등에관한허용기준조정,부결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,15,광주조선백자요지내외도로확장,의결사항 없음
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,16,광주조선백자요지주변근린생활시설신축,의결사항 없음
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,17,연천전곡리유적내공사용자재임시적치,의결사항 없음
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,18,창녕계성고분군주변컨테이너(농막) 설치,의결사항 없음
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,19,창녕계성고분군주변축사증축,의결사항 없음
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,20,대구진천동입석내에어건설치,부결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,21,대구진천동입석내해충기피제분사기설치,조건부가결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,22,함안가야리유적보호구역내공영주차장조성,부결
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,23,함안가야리유적보호구역내가설건축물(컨테이너) 설치,보류
2023년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제4차,위원회,심의사항,24,서울한양도성보호구역내화장실설치,의결사항 없음
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,1,화순효산리와대신리지석묘군주변정비,부결
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,2,관문성주변산업단지개발,보류
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,3,경주월성주변공공청사신축,보류
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,4,파주혜음원지주변근린생활시설신축,보류
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,5,부여송국리유적주변이동통신중계기설치,조건부가결
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,6,함안말이산고분군주변태양광발전시설설치,보류
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,7,경산임당동과조영동고분군주변태양광발전시설설치,부결
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,8,장성필암서원주변가로숲길조성,보류
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,9,경주천관사지주변단독주택신축(1부지),부결
2023년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,소위원회,심의사항,10,경주천관사지주변단독주택신축(2부지),의결사항 없음
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,1,서울풍납동토성사적추가지정,원안가결
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,2,고성문암리유적내외문암지구단위계획도로(소1-2) 개설,부결
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,3,용인보정동고분군내외경기용인플랫폼시티도시개발사업,보류
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,4,함안가야리유적보호구역내공영주차장조성,원안가결
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,5,공주공산성내영은사석축및배수로정비,의결사항 없음
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,6,공주공산성내영은사산신각건립,조건부가결
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,7,제주목관아내영주관객사터정비,의결사항 없음
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,9,공주석장리유적보호구역내CCTV 설치,의결사항 없음
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,10,울주언양읍성내외도로개설,의결사항 없음
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,11,강화산성내유아숲체험원조성,의결사항 없음
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,12,강화산성내관광안내표지판설치,부결
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,13,나주목관아와향교내기존한옥증축,조건부가결
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,심의사항,14,부안백산성주변건축행위등에관한허용기준조정,원안가결
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,보고사항,15,문화재위원회사적분과소위원회운영계획보고,의결사항 없음
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,보고사항,16,문화재위원회사적분과제2차소위원회결과보고,의결사항 없음
2023년도 문화재위원회 사적분과 제5차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제5차,위원회,보고사항,17,국가지정문화재현상변경등처리보고,의결사항 없음
2023년도 문화재위원회 사적분과 제6차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,소위원회,심의사항,1,고령주산성주변부지조성,조건부가결
2023년도 문화재위원회 사적분과 제6차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,소위원회,심의사항,2,고령주산성주변주산순환길걷고싶은길조성,부결
2023년도 문화재위원회 사적분과 제6차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,소위원회,심의사항,3,관문성주변산업단지개발,부결
2023년도 문화재위원회 사적분과 제6차 소위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,소위원회,심의사항,7,경주남산일원주변야영장시설건립,의결사항 없음
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,2,서울풍납동토성문화재구역추가지정및해제,원안가결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,3,서울초안산분묘군문화재보호구역지정,원안가결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,4,서산보원사지문화재구역조정,원안가결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,5,경주대릉원일원내노동동고분군미디어스퀘어설치,보류
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,6,광주충효동요지내가마터보호각정비,의결사항 없음
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,7,나주목관아와향교내보행데크설치,부결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,8,완도청해진유적보호구역내주택신축,부결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,9,김제군관아와향교주변유아숲체험원조성,부결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,10,김해봉황동유적내김해사직단발굴조사,부결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,11,관문성주변울산숲조성(편의시설설치및수목식재등),조건부가결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,12,강릉대도호부관아내강릉장애인인권영화제개최,원안가결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,13,경주감은사지주변단독주택신축,원안가결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,14,하남미사리유적내지반조사,원안가결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,15,수원화성행궁내행사개최,의결사항 없음
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,16,남한산성주변근린생활시설신축,의결사항 없음
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,17,예산윤봉길의사유적내낙석방지망설치,의결사항 없음
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,19,강화외성주변가설건축물(컨테이너) 설치,의결사항 없음
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,21,창녕교동과송현동고분군등10개소주변건축행위등에,부결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,심의사항,22,경주춘양교지와월정교지내이동통신통신전주설치,부결
2023년도 문화재위원회 사적분과 제6차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제6차,위원회,검토사항,23,경기도문화재보호조례개정(안) 검토,원안가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,1,장수침령산성사적지정,원안가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,2,서울풍납동토성문화재구역추가지정및해제,원안가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,3,김제군관아와향교주변유아숲체험원조성,원안가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,4,부안백산성내외급경사지정비(허가사항변경허가),보류
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,5,고창읍성주변자연마당경관조명설치,부결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,6,경주남산일원내경주국립공원무장애탐방로조성,보류
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,7,경주흥덕왕릉주변태양광설치,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,8,청주상당산성내외진입로확장,원안가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,9,보령충청수영성내외해상공원조성,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,10,보령충청수영성보호구역내비석설치,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,11,보령충청수영성내경관조명설치,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,12,서산해미읍성내경관조명설치,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,13,홍성홍주읍성내경관조명설치,원안가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,15,연천호로고루주변건축행위등에관한허용기준조정,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,16,경주대릉원일원내경주워터비어페스티벌,조건부가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,17,경주이견대주변연안재해방지시설설치,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,18,공주공산성등내관광객편의시설운영,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,19,강화외성주변우량농지부지조성,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,20,홍성홍주읍성주변건물상부태양광시설설치,원안가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,21,대구진천동입석내수목제거,의결사항 없음
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,22,함안말이산고분군주변태양광시설설치,조건부가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,23,함안말이산고분군주변태양광시설설치,원안가결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,24,함안가야리유적주변농업용창고신축,부결
2023년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제7차,위원회,심의사항,25,부산동래패총주변건축행위등에관한허용기준조정,의결사항 없음
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,1,서울풍납동토성사적추가지정및해제,원안가결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,2,충주미륵대원지내하늘재안내소설치,보류
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,3,홍성홍주읍성내경관조명설치,원안가결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,4,서산해미읍성내경관조명설치,부결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,5,용인서리고려백자요지주변단독주택단지부지조성,부결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,6,고령지산동고분군주변야간경관조명설치,보류
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,7,서울양천고성지주변등산데크설치및수목식재등,부결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,8,경주남고루및경주대릉원일원내외태종로개설,보류
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,9,경주동부사적지대내맨발산책로조성,부결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,10,김제벽골제내교량확장및포장등,보류
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,11,나주목관아와향교내보행데크설치,보류
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,12,여수선소유적내외전시관신축등(허가사항변경허가),보류
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,13,화순효산리와대신리지석묘군내외도로개설,원안가결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,14,청주상당산성내비닐하우스설치,조건부가결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,15,홍성홍주읍성내역사공원무대설치,의결사항 없음
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,16,하남동사지내전신주설치,부결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,17,김포문수산성주변단독주택신축,부결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,18,광주조선백자요지(유사리) 주변근린생활시설신축,부결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,19,파주혜음원지주변근린생활시설신축,의결사항 없음
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,20,고양행주산성주변근린생활시설신축,보류
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,21,함안가야리유적주변농업용창고신축,조건부가결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,22,합천삼가고분군주변태양광발전시설설치,보류
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,23,화순효산리와대신리지석묘군보호구역내목교설치,부결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,24,해남대흥사내윤장대보호각설치,부결
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,심의사항,25,강화고려궁지주변근린생활시설(휴게음식점) 증축,의결사항 없음
2023년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제8차,위원회,검토사항,26,제5로직봉(16개봉수유적) 사적지정검토,의결사항 없음
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,1,서울풍납동토성문화재구역추가지정,원안가결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,2,강릉굴산사지주변강릉범일국사진영각건립,부결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,3,용인서리고려백자요지주변단독주택단지부지조성,부결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,4,충주미륵대원지내하늘재안내소설치,원안가결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,5,청주신봉동고분군내외공원조성(허가사항변경허가),부결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,6,청주흥덕사지등내외공원조성,의결사항 없음
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,7,청주상당산성내외진입로확장,부결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,8,완도청해진유적보호구역내박물관건립,부결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,9,해남대흥사내윤장대보호각설치,부결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,10,고창무장현관아와읍성내경관조명설치,보류
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,11,관문성내외국도(울산∼경주) 개설및확장,부결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,12,서천봉선리유적주변하천정비,보류
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,13,예산임존성내외국가숲길활성화사업,조건부가결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,14,상주복룡동유적내외보행육교설치,원안가결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,15,서울한양도성주변연결유적지내공동주택신축,의결사항 없음
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,16,고양행주산성주변건축행위등에관한허용기준조정,의결사항 없음
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,18,창원다호리고분군주변단독주택신축,의결사항 없음
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,19,달성도동서원주변이동통신전주설치,의결사항 없음
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,20,함안말이산고분군주변태양광발전시설설치,의결사항 없음
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,21,경주흥륜사지주변근린생활시설신축,의결사항 없음
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,22,강화외성주변태양광발전시설설치,보류
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,23,강화외성및강화갑곶돈주변태양광발전시설설치,부결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,24,강화외성및강화갑곶돈주변태양광발전시설설치,부결
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,25,강화외성주변농가주택신축,의결사항 없음
2023년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2023,문화재위원회,사적분과,제9차,위원회,심의사항,26,부산동삼동패총주변관광호텔신축,의결사항 없음
2024년도 문화유산위원회 사적분과 제10차 위원회 회의록.pdf,2024,문화재위원회,사적분과,제10차,위원회,심의사항,1,익산왕궁리유적주변국도대체우회도로(서수-평장) 건설,보류
2024년도 문화유산위원회 사적분과 제10차 위원회 회의록.pdf,2024,문화재위원회,사적분과,제10차,위원회,심의사항,2,서울한양도성내외근린생활시설신축,보류
2024년도 문화유산위원회 사적분과 제10차 위원회 회의록.pdf,2024,문화재위원회,사적분과,제10차,위원회,심의사항,4,서울탑골공원내개선사업,보류
